x,216326,5426,11977753,57469,5394,24856436,42611257,24964624,5311,387447,11960529,23725625,9884685,46215815
5720,-1.54651618,0.655428588,-2.223082066,-0.516529977,0.687860131,-0.075880289,-0.686359882,0.824001133,1.043958485,-0.238222539,0.321203947,-1.192685485,0.29668349,-0.811118782
55847,1.575805068,0.295134693,0.14981626,0.029073864,0.665060043,0.844780505,0.213281602,0.047068566,0.468954206,-0.512784719,-0.811857641,0.202239841,-0.03961784,-0.051110551
25803,2.256003857,-0.001320418,1.882861853,-0.268259346,-0.262387663,-0.531260967,0.801118851,-0.775230587,-0.108546533,-0.067863755,-0.142495468,0.030627538,1.181668639,-1.001188159
466,0.08367078,-0.621317387,0.127297997,0.281312346,-1.863105416,0.544016004,0.575387597,-0.889403343,-2.685726643,0.687857091,-1.255381942,0.33433792,1.265123963,-0.66199553
6009,-1.088250518,-0.272064209,-0.528109789,-0.166262537,0.597664237,-0.226195231,-0.649083018,0.307144105,-1.983475924,1.760768414,0.823558688,0.545189321,-0.205827862,-0.695598483
3480,-1.019382477,-0.356141001,1.480464697,0.309394628,-0.149266377,-0.688656092,1.952465177,0.732735634,-0.914722651,-0.658682585,-0.137366056,1.022265792,-0.427639127,0.563875198
2309,-2.668051481,0.435829073,0.583330631,-0.583495498,-0.087084055,-1.173760176,0.10212411,-0.648485303,0.534503609,-1.263503313,-0.72602433,0.415951759,0.354384065,0.232883319
2946,1.608612299,-0.272209376,0.609296381,-0.187092632,-0.386007607,-0.574733078,0.268953621,-0.209256887,0.212825064,0.751148343,-0.067572378,-0.297644734,-1.167914629,-0.057042301
387,-0.445222437,-0.153126314,-1.247859359,-0.304377556,0.849686384,-0.615953565,-0.735717237,0.738913596,0.702327527,-0.133432001,0.160797298,0.19400543,0.157101139,-0.267992437
3553,2.71604228,-0.460675716,1.741877794,-0.444753408,0.159687087,-0.275321275,0.605316401,-0.005064076,-0.082334921,0.045956962,0.047232978,-1.692057133,-0.586176038,0.886034667
427,-0.243793815,-0.205452919,0.010512933,0.18241474,-0.837574601,0.522954881,0.264890939,-0.420111626,0.14330925,1.556780577,-0.725433052,0.864910007,0.026169911,-0.340879202
5898,0.36234808,-0.425253451,-0.649096131,0.386787057,-1.378381252,-1.197505474,-0.301077336,-0.252426624,0.373557987,1.034646034,-0.746950388,-0.021122172,-0.146163061,-0.626665354
23365,-0.325040996,-0.549871802,0.420478463,-0.859500468,0.615845442,0.580585241,0.079817362,0.577734768,0.44855836,0.878555357,-0.706842303,0.602954626,0.720142663,0.681626201
6657,3.452227592,0.29592973,-0.016320765,0.346665978,-0.31087485,-0.637457788,-0.873577893,0.324923635,-0.935255766,-2.979539633,-0.130919129,0.439047456,0.804757237,0.412436545
