x,17755052,16654980,10127622,56649450,23725625,24964624,176871,25126798,11626560,11525740,123631,42611257,208908,644241,3062316
5720,0.499867195,0.511960526,-0.426421733,-0.10082752,0.927113362,-0.587520369,-0.327295383,0.057957682,0.630648277,0.603223805,-0.181152774,-0.342559358,0.001086997,-0.107344535,1.425675495
55847,0.404191338,0.048396261,0.487676697,-0.453284031,0.130068343,-0.058404385,0.033093432,-0.281911891,0.146971594,-0.104160484,-0.496370439,0.286704495,0.088981077,-0.262384508,0.827229799
25803,0.39331086,0.334438441,-0.531550962,0.127635943,-0.112418739,-0.199648407,-0.053208254,0.02565057,0.193549302,-0.237194115,-0.112466466,0.040668949,-0.076696432,-0.552061914,0.360738673
466,-0.249581273,-0.308228773,-0.057856494,-0.503182613,0.014998131,-0.244802765,-0.135113789,0.15957628,0.230935154,0.638702501,-0.324363935,0.086793829,-0.125691482,0.251363247,-0.320086228
6009,0.411071714,0.56117856,-0.114360995,-0.043979086,0.203340879,-0.281670791,-0.1653733,-0.284736864,0.207190663,0.119482586,-0.037713829,0.096016114,0.001769695,-0.267396109,-0.159116089
3480,0.325391216,0.097762528,0.127426292,0.011580145,0.773624723,-0.244829512,-0.388289224,0.131785725,0.198012892,0.382723792,0.005941003,-0.042689719,0.148710763,-0.08659538,-0.098683983
2309,0.235024413,0.377056642,-0.410565383,-0.384632699,0.08480346,-0.325516879,-0.273620276,-0.113544343,0.105875767,-0.046476551,-0.289649662,-0.172526877,0.057315089,-0.250841835,-0.09531087
2946,-0.043258766,-0.571459496,0.244565465,-0.622061138,-0.903656669,-0.113085736,-0.635718115,-0.264154066,0.001063026,-0.10753341,-0.454729632,0.091237496,-0.342822698,-0.417904385,0.630194526
387,-0.183237968,-0.01691184,-0.446380681,-0.151696497,-0.085248418,0.008527934,0.007790455,-0.109422419,-0.12276536,-0.280397645,0.034640527,-0.409063436,-0.120438155,0.375991067,0.029362192
3553,0.153848022,0.594609812,0.305684175,-0.472766893,-0.337933205,-0.400069599,0.002514563,-0.031815583,-0.04022554,-0.61469461,-0.354062062,0.293507623,-0.379801736,-0.335583398,0.925769954
427,0.14197867,-0.547328987,0.157427752,-0.595200319,0.060621738,-0.226166644,0.098058384,0.002684086,0.186832818,-0.282701389,-0.173748275,0.271319258,-0.260697904,-0.385810141,0.426955819
5898,-0.317342134,-0.262519186,0.524822175,-0.269925368,0.534047083,-0.029775745,-0.205714807,-0.259406309,-0.243773378,0.551361583,-0.122745061,-0.141310798,-0.034922773,0.066736302,-0.547615702
23365,-0.013258076,-0.190908801,-0.291122821,0.206150682,-0.033764047,0.220638453,0.305193968,0.440629735,-0.246563341,-0.251496882,0.251433745,-0.249834127,-0.031717987,0.603956102,-0.783526915
6657,-0.087520574,0.13876653,0.370096562,0.134246403,-0.64802494,0.167650919,0.45382523,0.471031986,-0.309542911,-0.594451326,-0.148562168,0.032278078,0.035005801,0.178144952,-0.102161876
5054,-0.636472869,-0.339395256,0.4133977,0.21249271,0.444191012,-0.076428502,0.173746853,0.308645126,-0.531952048,0.299862634,0.187185291,-0.3359429,-0.067795373,0.36531106,-1.084448981
3108,0.084974337,-0.159813448,-0.190315879,-0.363729019,0.077517145,-0.003190925,-0.156224871,-0.180082503,-0.308726716,-0.130451214,-0.029928677,0.221969017,0.075912655,0.089171824,0.35656646
1950,0.116691891,0.211264318,0.360436256,0.182045596,-0.317851874,-0.041865825,0.245422834,0.150167873,-0.169898602,-0.551692492,0.089921587,0.135857233,-0.00953115,-0.129929697,0.148924505
9517,0.16965376,0.166122612,-0.64663646,-0.105768859,0.237480388,0.094598426,-0.202811989,-0.170268763,0.427477812,0.285222626,-0.114228274,0.098792985,-0.029964864,-0.371752901,0.075279507
351,0.108265792,0.407563051,0.194974016,0.050161024,-0.483147456,-0.131141378,0.172506165,-0.025494936,-0.055768885,-0.714583963,-0.367890865,-0.190116413,-0.290690531,-0.064523015,0.926952455
25987,0.07648694,-0.235834061,0.16260349,-0.091558605,0.369930054,-0.028840926,-0.268548618,-0.022527253,-0.238081898,-0.254811679,-0.282252407,-0.04832395,-0.33380559,-0.145027153,0.627442317
23670,0.233399328,0.284365551,-0.178762182,-0.08131879,0.114209436,-0.234740577,-0.174193692,-0.29718017,0.051677177,0.213889121,-0.062384408,-0.38380429,-0.179907747,-0.086218381,0.690279815
4846,-0.30052312,-0.257972052,0.23101322,0.032966545,-0.39515694,-0.003221954,0.213012941,0.321607486,-0.106373928,0.00640258,0.175976759,0.253973402,0.104367114,0.340343649,-0.468777918
1452,-0.406012073,-0.125031469,-0.482760503,-0.100414648,-0.192010106,-0.052015465,-0.228329259,0.090737365,-0.185526603,0.00971095,-0.007409985,-0.24159409,0.254067046,-0.069777169,-0.695585669
4776,-0.268779125,-0.227819157,0.526190095,0.071492627,-0.444468312,0.350197106,0.636415213,0.20099107,-0.443704777,-0.535851447,0.025184463,-0.023497128,0.090513325,0.304252797,-0.826583663
6908,-0.5293198,0.104091094,-0.393682795,0.319711329,0.745637185,0.16529317,0.276975704,0.099689471,-0.219580936,0.910190904,0.24355708,-0.384620423,0.325142869,0.374367699,-0.970810345
11182,-0.643871665,-1.110442246,0.735005635,-0.232862347,0.233944097,0.058156726,0.145037481,0.114558178,-1.054294526,-0.125707647,0.005309734,0.057984538,-0.355016684,0.279107577,-1.636899096
2146,-0.113086449,-0.23949984,-0.248453906,-0.709521326,-0.059208157,-0.524431582,-0.095409279,-0.1255996,-0.093698737,-0.172766541,-0.390766602,-0.046327405,-0.148737841,0.013117928,-0.674889547
3385,-0.167009447,0.128917251,-0.448325288,-0.252996492,0.728834283,-0.297835484,-0.260520017,-0.17735216,-1.339828361,0.705403959,-0.13887247,-0.368850917,-2.94E-05,-0.0804167,-0.311737831
672,-0.22023339,-0.299720154,0.178940066,0.106500603,0.446124405,0.076341675,0.229756428,0.279285216,-0.420601986,0.578229496,-0.071013656,-0.02547505,0.203892574,0.334829982,0.000328703
5710,-0.082574609,-0.067934812,0.200746311,-0.089900025,0.528486842,-0.127011306,-0.509748425,0.147162573,-0.049517289,0.252382996,0.288554795,-0.008947221,0.223614125,0.145155506,-0.622524545
