x,216326,4211,3690,5426,2662,71384,5453,9703,11683,208908,2478,3385,57469,2708,6450551,5394,3062316,2187,25126798,60699,42611257,4114,123631,2123,176871,444795,2141,11525740,11626560,5311,644241,2094,387447,3902,3363,354624,60198,457193
5720,0.799225035,0.007523327,3.221084789,0.089746182,-0.108752068,0.521668002,-3.113652945,-0.425230073,-0.155170658,0.107814586,0.121531272,-0.216524755,-0.558054322,-0.912057441,0.409216404,0.050999462,1.148694033,0.150161066,0.201009425,1.178872932,-0.084718163,-0.19664147,-0.131022661,0.185674075,1.044208692,-0.115527327,-0.176629581,-0.038731659,1.256278017,1.057068488,-0.481120285,0.244557243,-0.837728058,-0.347618706,-0.061844707,-1.237411439,-0.674541384,-0.09846729
55847,0.074503016,0.545057267,0.033894753,-0.112439728,-0.188129378,-0.88764891,0.74408111,-0.126577143,-0.139749602,-0.256017818,-0.762330774,-0.078159747,-0.49623558,-0.299034804,0.657282263,0.021809594,0.646229385,-0.648637341,-0.218367171,-0.57809728,-0.428397478,0.218595358,0.198924246,-0.17955231,0.584149567,0.013091815,-0.307627127,0.294165233,0.022156205,-0.13181247,0.161029909,-0.107139204,0.088908981,0.13259257,1.018307179,-0.463794328,0.318925545,-0.403277099
25803,0.258453013,-0.402922082,0.279450348,-0.275418117,-0.658645945,-0.044604018,0.954781294,-0.477828106,0.037771713,-0.096548227,1.38512651,0.22985759,-0.244781428,-0.298582668,-0.650295854,-0.413963976,0.296385316,-0.239253481,0.172502506,-2.615402809,-0.120899061,0.204637772,0.385341245,-0.030604808,0.202953445,-0.440552922,-0.046706546,0.417696268,0.52267986,-3.436464505,-0.013226449,0.003869461,1.475877593,-0.046119858,0.237115085,0.00149405,-0.516119301,0.607457548
466,0.185603855,-0.21373778,-0.159496109,0.032688037,0.268641762,-0.538302887,-1.212017998,0.189071964,0.009997861,-0.256772162,-0.297989936,0.051556551,-0.254617987,0.080658968,-0.176599752,-0.087327648,-0.280843211,-0.182946413,0.262887599,-1.389465905,-0.00722769,-0.419468271,-0.031336163,-0.122511125,-0.062048956,-0.118621584,-0.254904289,0.034607371,0.77412805,-2.894601919,0.103182804,0.436006965,1.227862592,0.089641116,-0.884167537,-0.383145332,0.222124819,0.487929106
6009,0.818386927,0.06347713,0.346694592,0.36529181,0.137896186,0.351603471,1.307596594,-0.429939601,0.073774193,-0.18182295,0.271377483,-0.677335375,-0.354761447,-0.251366102,0.291643746,0.007399352,0.139947932,-0.101881324,-0.468660112,-0.585124235,-0.23408068,0.045211656,-0.060825143,0.105017901,0.525428599,-0.177390204,0.012080286,0.580864668,0.758887586,-0.557420979,-0.159536319,-0.522555941,1.210385737,-0.153491276,-0.054717183,-0.574611329,-0.519267157,-0.813476041
3480,0.169420281,-0.108562146,-0.030310905,0.283743442,0.357853427,2.261092056,1.64604485,0.075800686,0.558322614,0.053810538,-0.128505462,0.406867225,0.462726967,0.271873053,0.011112504,1.303732577,-0.087517602,-0.303476096,0.254422452,-0.101573565,0.036615319,-0.374511124,0.529087776,0.314501885,-0.170449002,0.21357417,0.641760721,-0.41839838,-0.18736963,1.645320581,0.28575515,0.099385201,1.073939964,0.024137678,-0.237263858,2.599026442,-0.376321256,-0.438365757
2309,0.368752325,0.031778398,0.304520758,-0.212102338,-0.026205755,0.148335576,2.042832881,-0.566295564,-0.430855594,-0.30880435,1.134680843,0.830076348,-0.214374163,0.308584206,-0.875148326,-0.36417028,0.332806393,-0.679124749,0.563663176,-3.27044347,-0.290514897,-0.368684801,-0.14946806,0.005797458,0.254457779,0.187842034,-0.297896587,0.234838783,0.74056404,0.893560089,0.147220329,0.201066902,0.37573228,-0.168201146,-0.396383323,0.737493008,-0.573973708,-0.841856182
2946,-1.658782016,-0.572343772,-1.125291066,-0.467198577,0.273621082,0.119070515,-0.699753791,0.083169151,-0.170572625,-0.367532213,-0.165133782,-0.091625594,-1.91778071,-0.114975296,-0.503742546,-0.13035925,-0.794169657,-0.500056581,-2.226771096,2.157334616,-1.163823688,0.105614582,-0.026794433,-0.760644497,-0.830488028,-0.075833657,0.063471587,-1.057846735,-0.53359298,1.221083465,0.240214916,-0.324428279,6.43240181,0.109539846,-0.331741154,-0.793111324,-0.357477397,0.313031867
387,-0.300651779,-0.552103741,0.731864339,0.226863086,0.090921222,-0.252599876,-0.557159469,-0.380849961,0.119217377,0.089615153,1.003200238,-0.866887038,-0.049546924,-0.826208368,-0.068070501,-0.9981793,0.474521023,0.200603211,0.115484417,-1.139182888,-0.092352657,-0.078642235,-0.021233964,0.399441912,-0.212816072,-0.270920471,-0.269792339,0.245158043,-0.197696081,0.574854369,-0.32294215,0.321232599,-1.267407498,0.064765032,0.108085521,-1.606785715,-0.238776326,1.246389091
