x,10127622,17755052,56649450,123631,16654980,23725625,24964624,11707110
5720,0.042271699,0.655726024,0.319531513,0.26959722,0.004434856,-0.051514178,-0.039915334,0.569859265
55847,0.000838161,0.162506976,-0.241894774,-0.276939611,0.494045326,0.145951076,0.064535175,-0.249464393
25803,-0.176249945,0.273505039,-0.052627921,-0.488801735,0.303603765,-0.046539658,0.648226985,-0.360601969
466,-0.028989115,0.532295705,0.080525672,0.039942498,0.493941326,-0.136836103,-0.116538452,0.54373317
6009,-0.080808584,0.290882036,-0.663571504,0.082682482,-0.261055554,0.08182709,-0.01992816,0.193258199
3480,-0.2789562,0.48807217,0.161571166,0.112472107,0.11495727,0.742937137,0.382351223,-0.198081529
2309,-0.12342783,0.324275443,-0.352317241,0.223568711,-0.388780812,0.337663153,0.026881336,0.22154309
2946,0.191397415,-0.751404356,0.219382947,-0.092406826,0.038840364,-0.070705531,0.14875996,-0.173853349
387,-0.418415186,-0.35393919,-0.274149789,-0.435243622,-0.589813546,0.087614666,-0.654771297,0.107008994
3553,0.151670521,0.16019424,-0.006957172,-0.035127321,0.78836116,0.108493186,-0.288590156,0.025674054
427,0.07891504,0.141292945,0.197357886,-0.00618221,-0.297630161,0.089168813,0.005612978,-0.192484406
5898,-0.566514398,-0.130099872,0.265506119,-0.007469782,-0.15128639,-0.019413475,-0.358334893,-0.048833375
23365,0.308390992,-0.475687402,-0.01729898,0.652938976,-0.134524363,0.38735267,-0.602601821,-0.021006118
6657,0.161284575,-0.165052731,0.142253146,-0.007839309,0.676130816,0.016970779,-0.268141404,0.175812807
5054,0.61435308,-0.507511597,0.548582804,-0.016757131,-0.014544458,0.377122189,-0.246851811,0.450955736
3108,0.497366601,0.091338714,0.036246582,0.190734199,0.209643571,-0.296896483,0.025216571,0.219530434
1950,0.447550031,-0.220037375,-0.072891446,-0.020977915,0.552388601,-0.079484744,-0.219644274,-0.010372754
9517,-0.506030794,-0.016797654,-0.270345839,-0.382384729,-0.066674496,0.216968343,-0.181440219,0.058410244
351,0.005738085,0.650031619,0.482094623,0.000660492,0.516487972,-0.106169837,0.217227557,-0.089580573
25987,0.161567771,-0.046806045,0.633623181,0.382217902,-0.217603785,-0.016471499,-0.007159346,-0.0360773
23670,0.173542062,0.405193176,-0.06305884,0.219851747,0.069049436,0.197367968,-0.120041951,-0.014877408
4846,0.324823142,0.407374683,0.229178663,0.193911212,0.926569845,0.127834649,0.449249303,0.137216328
1452,-0.42312802,0.003245657,0.010645418,-0.204401975,-0.269249909,-0.198662136,-0.167214109,-0.17617163
4776,0.303641174,-0.354558096,0.182706089,-0.021128677,0.720036762,-0.018877647,-0.224476635,-0.038072662
6908,-0.202978233,0.054968074,0.062379277,0.070073955,-0.201499373,0.242300033,-0.422854952,0.220055778
11182,0.289135019,-1.596158166,-0.51638848,0.002269424,-0.665739174,-0.667632436,-0.969076915,-0.797112107
2146,0.229981799,-0.422469613,-0.536196246,0.127944271,-0.681320587,-0.087701119,-0.066651905,-0.297032297
3385,-0.22613187,-0.226069512,0.382244993,0.154979578,-0.317534164,0.552988051,-0.391687835,-0.419507551
672,0.165235031,-0.130236996,0.37978462,0.014685631,0.120401595,0.123877607,-0.113846333,0.194678808
5710,-0.249663624,-0.19417518,0.160649035,0.21376818,-0.283436031,0.186966917,-0.29902167,-0.116800436
5261,-0.00213711,-0.938028949,0.155900337,-0.342862,-0.071778699,-0.043834153,-0.545628423,-0.602100176
2115,-0.410033103,-0.201193235,0.545077323,-0.46578667,0.37906626,0.08214654,-0.207435611,-0.053823927
10765,0.253034287,0.384548709,0.658327655,0.621085705,0.890440907,0.171979229,0.044343415,0.494816935
25839,0.151860437,0.792968005,-0.06997176,0.339355753,-0.133272058,-0.074640151,0.41453033,0.286302207
4172,0.114239541,-0.662249696,0.372304367,-0.101127851,-0.227208289,-0.042305012,-0.784469395,0.012856762
7015,0.081708064,-0.349098044,0.243178758,-0.324003957,0.375120335,0.161569877,-0.56814712,-0.210110642
23161,0.357303583,-0.25494224,0.334921734,-0.393873593,0.336247042,-0.184047512,-0.189171094,-0.042329809
10298,0.077150613,-0.445560652,0.2373495,0.26823979,-0.605539441,-0.333104605,-0.462986259,0.042985949
1802,-0.415729836,-0.43338443,0.652324027,-0.071396105,-0.726735286,0.330732751,-0.218669157,-0.11382866
58533,-0.351545248,0.417740349,0.410331912,0.271762683,-0.125868715,0.198104484,-0.36372305,0.158611515
8726,0.092239672,-0.874713454,0.349945202,0.161310706,-0.606170408,0.22939928,-0.649629128,0.363125933
147179,0.147320711,0.434674258,0.012892483,-0.016446298,0.093300045,0.003311875,0.200834713,0.009945162
29937,-0.10710467,0.196032632,-0.04670135,-0.339111855,-0.249477922,0.216467584,0.039450196,0.180301574
