x,216326,5426,11977753,57469,5394,24856436,42611257,24964624,5311,387447,11960529,23725625,9884685
5720,-0.190400004,0.555500031,-0.174099982,0.37560001,0.349249959,-1.073199987,-1.575049996,-0.289999992,1.723899961,0.061500013,0.22725001,0.449400008,-0.0286
55847,0.356299996,-0.343999982,1.311650038,-0.155550003,0.865399957,-0.110399999,1.369800091,-0.450450003,-0.173624963,-0.216250002,0.830449939,-0.701399982,-1.218050003
25803,0.829900026,-1.295650005,1.124549985,0.020199999,-0.425500035,-0.1998,0.674499989,0.221749991,-0.079475001,-0.806949973,-0.373650014,-0.020999998,-0.93629998
466,0.311349988,0.611400008,-0.140349999,0.626049995,-1.452799916,-0.290199995,-0.480500013,0.552450001,-3.713749886,-0.975400031,0.54610002,0.604900002,0.087350003
6009,-0.198150009,-0.546350002,0.028200001,-0.528500021,-0.733449996,-0.726800025,-0.738700032,-0.237149984,0.32067503,3.844550133,-0.621200025,-0.216399997,-1.437399983
3480,1.003449917,-0.754999995,2.093549967,-0.221099988,-0.280099988,0,0.717749953,1.783400059,-0.299425006,0.810249984,-1.532350063,0.417150021,0.487450004
2309,-0.123699993,0.592100024,0.053349987,-0.627849996,0.760550022,-0.394699991,-0.955550015,0.609499991,0.739374936,-0.642949998,-0.945650041,-0.942849994,-1.297800064
2946,0.686349988,-0.680100024,-0.136049986,0.182850003,0.026699999,-0.160300002,1.604599953,-0.328550011,-0.735075042,0.501749992,-0.149150014,0.265150011,-1.315649986
387,-0.859600008,0.851899981,-1.22510004,0.219850004,0.659700036,-0.413599998,-1.457650065,-0.985199988,0.493650019,1.532699943,-0.432500005,0.065949991,-1.171249986
3553,0.555949986,0.039249986,-0.66929996,0.181899995,-0.547699988,0.715699971,2.300149918,-0.043099999,-0.338599995,-0.324499965,0.034399986,0.579100013,0.279600024
427,-0.103699997,0.526549995,-0.174700007,0.210199997,-0.427649975,1.010800004,0.191650003,-0.44964999,-0.924024984,-0.314649999,-0.440950036,0.429400027,-0.041500002
5898,1.353800058,-0.067450002,0.483550012,-0.074900001,-2.823949814,0.30309999,-0.87955004,-0.260450006,1.250150025,-0.106800005,-1.307150006,0.130500004,-2.149300098
23365,-0.185350001,0.264050007,-1.54095006,0.173749998,-0.55795002,0.378600001,-0.1083,-0.427599996,-0.59404999,0.716949999,-0.243249983,0.502149999,0.826650023
6657,1.041450024,-1.099550009,-0.035699993,0.2949,-0.287350029,0.582099974,1.590749979,0.242300004,-0.169824988,-0.239600003,-0.627300024,0.471199989,0.592199981
5054,-0.710049987,-0.014700003,0.27700001,-0.182900012,-0.981299996,-1.182399988,1.411750078,0.498700023,-1.075525001,2.781299829,-0.305949986,-1.029600024,-0.44205001
3108,-0.581099987,0.173700005,0.54764998,-0.254950017,0.847800016,-0.273200005,-0.393900007,-1.488950014,-0.643974997,0.963500023,0.037100002,-0.46024999,-0.916749954
1950,0.644450009,-1.034150004,0.978100002,-0.01935,0.391949981,-0.316399992,2.232049942,-0.033399999,-0.716800004,0.03004998,0.506749988,0.2676,0.400750011
9517,-0.673050046,1.138450027,-0.173600003,-0.298750013,0.60619998,-0.674499989,-0.527949989,-0.012850001,1.265074968,3.692749977,0.425949991,-0.247549996,-1.740750074
351,0.253899992,-0.714749992,-1.106700063,-0.128350005,-0.884750009,-1.470700026,0.476799995,0.48179999,-0.752224945,-0.095750004,0.48179999,0.509949982,4.853950024
25987,-0.944049954,1.178449988,3.411099911,0.1954,1.120249987,-0.702600002,-1.251450062,-0.089250006,-1.696149945,-1.16929996,0.426149964,-0.828549981,-0.96724999
23670,-0.750450015,0.990550041,1.316599965,-0.063749999,0.402099997,-0.732900023,-1.251600027,-0.727100015,3.238775134,0.273200035,-0.248800009,0.479149997,-0.239150003
4846,-0.083450004,2.356300116,2.903199911,0.202799991,1.877249956,-0.232099995,-1.125699997,-0.368849993,-0.570475042,-0.565750003,-0.09709999,0.372900009,0.203399986
1452,-0.697950006,0.143449992,-0.498800009,-1.049649954,-0.443799973,-0.782800019,0.184949994,-0.68629998,-0.833050013,0.990149975,-0.606849968,-0.262600005,-1.807800055
4776,0.324699998,-1.309000015,-0.115950003,-0.013899997,-0.30795002,0.9454,1.43324995,-0.050300002,-0.551150024,-0.412400037,-0.015600011,0.614099979,0.866750002
6908,-1.306550026,0.492700011,-1.678349972,-0.331999987,0.407649964,-0.560500026,-1.608749986,-0.711750031,0.688449979,2.543600082,0.391099989,-1.148450017,-0.958299994
11182,0.275150001,-0.916350007,-0.115350008,-0.182500005,0.198449999,0.145400003,1.874449968,0.971450031,1.634549975,-1.0200001,-0.716449976,0.85679996,0.66109997
2146,-0.92385006,0.845950007,-0.188350007,-0.41960001,-1.377850056,-1.029899955,-2.380949974,-0.918799996,0.321775004,3.049299955,-0.63229996,0.569599986,0.415400028
3385,-0.233950004,1.311800003,-0.008299999,0.720349967,-0.127000004,0.317900002,-1.078949928,0.037099998,1.000349998,-2.158100128,-0.287,0.284050018,-0.384900004
672,-0.461750001,0.93900001,1.164800048,-0.494650006,-1.364500046,-1.158200026,0.394150019,0.677150011,-1.505250014,-0.941900015,1.865050077,0.351700008,-0.137099996
5710,-0.840650022,0.117399991,-1.409250021,0.390950024,0.153449982,-0.100199997,-1.681049943,0.697700024,0.423599988,1.515450001,0.127100006,0.363000005,0.105200008
5261,-0.157000005,-0.654450059,-0.515500009,-0.277500004,-0.824750006,0.035399999,3.035000086,-0.084550008,1.819049954,2.981249809,1.258100033,-0.206149995,-0.35619998
2115,0.856449962,-0.551500022,1.818700075,0.210200012,-0.475049973,0.651300013,1.374799967,0.831200004,-0.087149993,-0.059000015,-1.361899972,-0.870800018,-1.434649944
10765,1.228549957,-0.253099978,0.571699977,0.469550014,-0.095100001,0.935000002,1.540449977,0.459249973,2.060199976,0.082700014,-1.390949965,0.628499985,0.086449996
25839,-0.981649995,0.899299979,-1.415199995,0.035050001,1.576099992,0.888000011,-0.911350012,-0.360400021,0.378224999,-0.807399988,0.673049986,0.330249995,1.320250034
4172,0.691049993,0.860700011,-0.326300025,0.413900018,0.925700009,-1.745599985,-0.165849984,0.543049991,-1.746924937,-0.186199993,-0.532649994,0.337249994,0.636900008
7015,0.773800015,-1.487300038,2.022000074,-0.230950013,-0.012699991,0.388799995,1.713999987,0.444150001,-0.601299986,-0.52670002,-0.006800011,0.348749995,0.487349987
23161,0.47665,-1.86164999,0.538800001,0.00885,-0.081050038,1.028900027,1.069350004,0.501150012,-0.932249963,0.111200005,0.603000045,-0.707450032,-1.115850091
10298,-0.906599998,2.329900026,1.43690002,0.182200015,0.707100034,-0.166999996,-1.884449959,-0.152950004,0.117774978,-1.498649955,0.550599992,-0.820500016,-1.203949928
1802,-0.967049956,0.469200015,0.405000001,0.808799982,1.632449985,1.053300023,-0.501950026,0.407599986,-0.489050031,0.26669997,0.671200037,0.588,-0.01015
58533,-0.869449973,0.430349976,0.049100004,0.757950008,0.483549982,0.1171,-1.943750024,0.125599995,1.307675004,0.06704998,0.733949959,-1.128900051,-0.562600017
8726,-0.602499962,1.640499949,-1.462899923,0.705649972,-1.250850081,-0.721300006,-1.44145,0.006650001,-1.897124976,-0.904199958,0.572449982,0.264950007,-0.337249994
147179,-0.092750013,1.086500049,0.89835,0.217900038,0.912400007,0.120200001,-1.126999974,1.054649949,2.413250089,-0.532449961,0.200100005,-0.459199995,0.651449978
29937,-0.113799989,0.629999995,0.785700023,0.469449997,-0.072949976,-0.674499989,-1.817150116,0.191300005,1.606724918,-1.317100048,-0.675450027,0.558200002,0.42719999
6184,-1.280550003,0.337249994,-0.1008,-0.337249994,0,-1.32949996,-2.649549961,0.451499999,-0.339349985,-0.211899996,1.141450047,-0.617750049,-0.581350029
9854,-1.275449991,2.073349953,-0.627499998,0.181199998,1.05250001,-0.754100025,-1.35284996,-0.391850024,5.372500181,-1.102499962,-0.155599982,-0.907350004,-0.337000012
2553,0.40989998,1.015850067,-0.410400003,0.38259998,0.729799986,0.190799996,-0.269899994,-0.398600012,-2.419425011,2.54189992,-0.649649978,-0.572849989,-0.289949983
5440,-0.01675,0.408749998,-0.053500004,-0.118999988,-2.392699957,0.506099999,2.49180007,-0.083850004,-0.30764997,-1.086400032,-0.172849998,0.068399996,-0.446400017
2185,0.835749984,-0.926800013,-0.05690001,0.01380001,-0.461699992,0.458900005,2.011600018,0.120300002,0.163899988,0.078949988,-0.140549988,-0.28095001,-0.583949983
54623,0.240099996,-0.594149947,-2.810850143,0.015799999,-1.84679997,0.599799991,0.278749973,0.070899993,-0.942600012,-1.395200014,-0.188050002,-0.311100006,-1.385299921
9533,0.275049984,-0.627600014,-0.414650023,-0.495100021,0.248449996,0.234300002,3.141499996,-0.090700001,-1.732050002,0.436399996,1.603649974,-1.048599958,-1.388450027
8607,-0.3741,0.890200019,-0.161449999,0.309450001,0.419700027,-0.483900011,-1.412050009,-0.002050001,0.50485,-0.186199993,-0.015300006,1.304899931,0.590600014
207,-0.758450031,0.654699981,-0.375550002,0.757449985,0.312550008,0.35589999,-2.03275013,-0.227650002,0.494949996,-0.050249994,-0.203150004,0.286199987,0.291999996
26054,0.764549971,0.575199962,-0.452850014,-0.036750004,-0.737200022,1.534999967,0.253200024,0.421050012,-2.725450039,1.411800027,-1.362100005,-0.323849976,-1.263899922
3315,-0.921999931,0.770150006,-0.305799991,0.608950019,0.562250018,0.325599998,-3.255800009,-0.72874999,0.491775006,3.15955019,-0.550449967,-0.666900039,-0.357899994
10682,-0.438649982,0.958350003,-1.018350005,0.635800004,0.368499994,-0.756399989,-1.536650062,0.761849999,1.041999966,-0.972800016,-0.042849958,0.343600005,0.911849976
8573,-0.71965003,1.073050022,-1.745300055,-0.047350019,1.249899983,-1.254099965,-0.573400021,-0.724550009,0.123950034,1.707099915,-0.146499991,-0.193650007,0.556100011
23378,0.048750013,0.339049995,0.434749991,1.649199963,-0.434899986,0.55250001,-0.611199975,-0.083250001,-1.101375014,-0.483400017,-0.483250022,0.267700016,0.57674998
5289,1.369500041,-0.765550017,1.089599967,-0.082300007,-0.195349991,1.282600045,0.950150013,0.930999994,0.853675008,0.535250008,-0.993900001,0.251100004,-0.370000005
8553,-0.962450027,5.18114996,-1.69994998,-0.228949994,-0.192699999,-0.349799991,-1.262099981,-0.033850014,-1.092550009,0.363900006,0.020750001,0.259800017,-0.330549985
622,-0.21495001,1.356699944,-1.566649914,0.65684998,0.91474998,-0.43720001,-1.830150008,-0.641849995,-1.894474983,-0.996300042,0.837249994,0.407499969,0.75
9467,1.252550006,-1.017849922,-0.10149999,-0.653249979,-0.747949958,0.079700001,0.791949987,-0.047400001,-0.214875042,0.628700018,0.427450001,-0.751450002,-0.483249992
5525,-0.611400008,0.384599984,-0.739250004,-0.408200026,1.805150032,-0.036499999,-0.505649984,0.352950007,-0.926200002,-0.997799993,-0.028200001,-0.102000006,0.214699998
256364,-1.110049963,0.144199997,0.54825002,-0.236400008,0.55855,0.099600002,-1.505650043,-0.101299986,0.104049981,-1.914399981,0.519850016,0.358550012,1.203350067
