x,216326,4211,3690,5426,2662,71384,5453,11977753,9703,46926350,11683,208908,2478,3385,57469,2708,6450551,5394,36462,3062316,9826528,2187,24748204,25126798,24856436,60699,42611257,4114,123631,2123,24964624,176871,444795,11525740,11626560,4091,5311,644241,2094,387447,3902,5743,11960529,3363,354624,60198,23725625,9884685,107985,457193
5720,0.856383758,0.407917529,1.927566256,0.125083463,0.311007245,0.662047327,0.657642104,2.508128107,-0.209594265,2.705388244,-0.131778042,-0.425162783,-0.518569961,0.317174472,-0.174394515,-0.313017436,0.083046548,0.039698133,-0.673082232,0.68439795,2.57324809,-0.202375483,-0.220179326,-0.162200349,-0.392011892,1.408133149,0.905737086,0.007942797,-0.187211191,-0.055601482,1.287949312,-0.213645578,0.819540739,0.277454813,0.433864892,1.183624998,0.419374142,0.039967727,0.555039689,1.054840215,0.15683157,-0.122673646,0.122594931,-0.7050789,0.073186189,0.48316747,0.19665348,0.811983316,1.575093627,2.866500616
55847,0.058266051,-0.563526325,-0.028069074,-0.17322932,-0.356120436,-0.711891413,-0.490561977,0.27196493,0.285100698,0.260452786,-0.089146878,-0.162912249,-0.505125384,-0.686047301,-0.351265858,0.08891522,0.269775778,0.032936999,-1.203391075,0.603567833,1.213220372,-0.41915073,-0.274830204,-0.320692946,-0.222020565,0.233125418,1.164641846,0.370794371,-0.117902864,-0.021634599,0.05788024,0.066103293,0.318349719,-0.02541346,-0.961890984,0.297677559,0.458951568,0.109273383,0.070748458,0.230160627,-0.232463667,-0.20899573,0.289978704,0.751917124,0.493673325,-1.357402444,-0.348346072,0.251636889,-0.365504682,2.475048065
25803,0.084547795,-0.913389295,0.241589655,-0.139258114,-0.126486492,-0.559246898,-0.113170743,0.126821888,-0.137435541,1.649031229,-0.505782117,-0.221164104,0.168512978,-0.002756341,-0.494810959,0.451398809,-0.347099125,-0.442830074,-0.058822744,-0.211762868,-0.183370595,-0.172268664,0.002840839,0.644046348,-0.065601521,-0.203927636,0.19788279,0.314859549,-0.188343256,0.035415736,-0.127323758,-0.035117283,-1.36300838,0.290679083,0.058579783,0.427746994,-2.449966013,-0.110661171,-0.058768643,1.62837763,-0.24098014,0.391973067,-0.558260752,1.020915031,1.270407081,-0.765000463,-0.213514849,-0.38701123,-0.300840735,0.978710532
466,0.035275985,0.633444056,1.005603305,-0.131908158,-0.048818844,0.741220176,0.181901649,1.549239907,0.13676627,1.228276173,0.000568755,-0.097344788,0.700794686,-0.29648752,0.045072537,-0.100644971,0.479063511,-0.197720695,0.2699745,1.138242712,3.362184466,-0.075341205,-0.307806805,-0.031267283,-0.251130136,-2.551715136,1.654900485,-0.12797029,-0.30420943,0.407748064,0.533059548,-0.270808559,-0.537838519,-0.148673606,0.311871931,0.158780241,-3.059814981,0.124837497,-0.150229535,0.940446382,-0.240958125,-0.587059468,0.452823451,0.155085906,0.991347253,0.613006055,0.129194467,0.385315826,-3.082021952,0.262112051
6009,-0.257178128,-0.387113392,-0.466949308,0.430774367,0.092339545,-0.06866651,0.111193003,0.419807633,0.047518402,1.509757946,-1.216600431,-0.233387495,0.495785648,-0.42256845,-0.240059217,0.173956054,0.06564717,-0.082099829,-1.468459368,0.130510145,0.389312121,0.096145193,-0.457506851,-0.011526427,-0.543598541,-2.005361319,0.66842002,0.115672694,0.105021635,-0.400317139,-0.117998814,0.136708995,-0.200146109,0.704017647,0.261805345,0.230203201,-0.698176864,-0.031134113,-0.238437871,0.982823444,-0.18908506,-0.386402227,-0.666708677,-0.470021874,0.312493056,0.792175412,0.074793177,0.134548024,1.169493198,-0.399714321
3480,-0.066905859,0.951812565,-0.489041822,0.221954834,0.529995193,0.155532718,-0.466970325,-0.498082776,-0.073754519,0.537348408,0.388447675,-0.044694566,0.2594286,0.19774863,0.354851614,-0.114097756,0.97751534,-0.142176886,1.610407829,-0.366700612,-0.738401981,-0.210598106,0.085830452,0.025193942,-0.28416195,-0.874011755,-0.833163516,-0.515077179,0.184668885,0.076030171,0.36141697,-0.282870127,-0.887632489,0.372119017,0.868981056,-0.254234624,0.136253107,-0.351732367,0.002631486,1.772618386,-0.133627898,-0.065975003,-0.053574442,0.357096493,0.592665613,0.187931299,-0.466910049,-0.203510242,0.414732873,-0.230933249
2309,-0.392309082,1.072009727,0.326277204,0.259116314,0.604964319,-0.4608531,0.857213452,0.869166238,-0.302367032,-1.443509596,-0.033787859,-0.165658527,0.271410746,-0.455143037,-0.185958518,-0.32037892,0.800858796,-0.172540374,0.697946966,0.250503005,-0.017470759,0.301225198,0.156486496,-0.22042938,-0.726014709,-3.848024368,0.991816931,0.027467278,0.087591373,0.136572028,0.556195786,-0.035489082,-1.000865459,0.060759398,0.204221573,0.302882141,1.552676158,-0.217966591,-0.009841841,-0.783395908,-0.174629089,0.261115335,0.038523044,0.118545972,0.734811068,-0.361724168,-0.024567159,0.33607187,1.257341266,-5.758553982
2946,0.541907399,-0.310881376,-0.430519105,-0.786503591,0.504775709,-1.052322984,0.017907679,-0.53375787,-0.024649411,-2.768700526,0.355076353,-0.606154069,0.427937626,-1.192389212,0.385070933,-0.08624132,-0.243987694,0.256788754,0.481536984,-0.111561955,-0.288224595,0.281853326,0.175874222,-2.621986039,-2.296660911,0.875434875,-0.61274933,0.509169153,-0.346481567,-0.660536004,0.101233145,-1.476363871,0.380609095,-1.265569079,-0.829588541,-1.505321286,0.668838351,-0.967077901,-0.399903729,5.962294658,0.207726339,-0.276379943,0.484233449,0.568830132,1.211315274,-0.633901656,-0.097152421,0.48016379,-0.09911295,1.775280476
387,0.22159378,0.180794373,0.356863252,0.254733453,-0.098982343,-0.086334735,0.176817983,0.697155109,-0.472026035,-2.191471722,-0.013498438,0.008527296,-0.160241037,-0.114544656,0.26799559,0.050999527,0.243000463,0.389646962,0.114815101,0.395435824,-0.34468266,0.378885332,0.289447026,0.235725359,0.925242887,0.923145473,0.612679006,-0.16007547,-0.021331559,0.471371431,-0.191987313,-0.133414442,-0.68545568,-0.093362521,-0.299696169,0.54796275,-0.462344413,-0.31761678,-0.163652969,-1.902963521,0.180869025,0.192672044,0.377819756,-0.985396683,1.192325711,0.801015139,0.048268361,0.551975953,0.714797914,1.719970942
