x,216326,4211,5426,2662,71384,5453,9703,11683,208908,2478,3385,57469,2708,6450551,5394,3062316,2187,25126798,60699,42611257,4114,123631,2123,176871,444795,2141,11525740,11626560,5311,644241,387447,3902,3363,354624,60198,441276,11327430,17755052,24978538,56655374,1691,457193
5720,0.305084143,0.037488908,-0.041123258,-1.874408847,0.929404646,0.862840846,-0.266878723,-1.746782243,0.68651395,-0.725299954,-0.025992204,0.651401013,-0.297512616,0.307488203,-0.410017679,0.227866759,-2.468625195,-0.227908832,1.162136972,-0.082374127,-0.348631376,0.236257113,-0.058348481,-0.677500553,-0.410199137,-0.259613589,-0.592501884,0.078699311,1.080443215,-0.407703913,-0.628369495,0.583814445,0.40259999,0.304383636,0.330806933,-0.881075114,-0.03675332,0.584520897,-0.039632529,0.883231789,-0.230769515,1.994575083
55847,1.640192747,-0.315248638,1.454267144,0.549617664,0.28448274,-0.870924369,-0.048874985,1.131601396,0.193156001,1.557500005,0.917506803,0.321507856,0.792254664,-0.911885202,0.41763809,0.781712852,0.401325017,-0.147812708,0.222913548,-0.20243693,-0.028178446,-0.076494058,0.302216398,0.070285481,0.291730776,0.052701799,-0.42651591,-0.738277614,0.601921648,-0.531615479,-0.640127719,0.459379552,0.731449962,0.02309826,-0.790233105,0.100467831,-0.416840036,0.416652498,0.138753127,0.945097865,1.362945437,1.649399936
25803,0.68683207,-0.200476468,0.47268672,0.861920526,-0.218051422,-1.098374248,-0.2708878,-0.504395069,0.184837027,0.144700006,-0.287779549,-0.243246675,0.951529596,0.053512961,0.452830166,-0.280175377,0.990474939,-0.280838294,0.98872748,0.154281631,0.928144642,-0.069198763,0.390991003,0.328002124,0.647140326,0.308490413,-0.043417784,0.081989681,-0.437246356,-0.117287985,-0.553573906,-0.63967865,-0.206100002,-0.64730835,-0.496595442,-0.40803425,-0.140254344,0.278784914,0.129633918,-0.08581046,1.471169472,2.718549967
466,0.154717751,-0.002647817,-0.365319546,-0.131337125,-0.158789083,-0.168489993,0.031236109,0.000273116,0.17921945,0.163199991,-0.03475948,0.202081695,-0.925262711,0.377179071,-0.321414847,0.390109734,0.277150005,1.273684391,-1.253314674,0.1315655,-0.751386269,0.068830213,-0.898686315,0.103181275,-0.199856816,0.04579565,-0.678822572,-0.405438263,-2.476793201,0.22163859,-2.686985135,0.33890159,0.461400002,0.088157848,0.294720866,-0.175011873,-0.038712739,0.153794411,0.673491776,0.528557302,-3.116755962,-0.866875052
6009,0.503140181,0.009173393,0.462362931,-0.378152282,-1.028468192,0.120330423,0.840457478,0.737243169,0.390608807,-0.120449997,-0.156077658,0.317625105,-1.045486963,-0.198585562,-0.20395341,-0.485348166,-0.648574963,-0.598511614,-1.868620545,-0.425119457,-0.676701261,-0.062354701,0.322428877,0.212549191,0.021192979,-0.123712891,-0.494159581,-0.234326599,0.173668445,-0.315606426,1.08046025,-0.108969163,-0.442649961,-1.176537365,-0.126084745,0.432655811,-0.419445959,0.274979069,-0.224070981,0.283742841,-2.223588616,-2.062600151
3480,-0.539941728,-0.03485316,-0.24962021,-0.905453253,-0.633267,0.363036916,0.070416091,0.25058558,-0.379223245,-0.371299982,-0.20979001,-1.013428032,0.070178137,-0.196177125,-0.78905263,-0.454091721,-0.476924988,-0.21938203,-5.952344894,0.126538423,-0.644365505,0.022255238,-0.465892125,-0.633300107,-0.609107988,-0.587127246,0.276290052,-0.077759941,-1.410261669,0.069439464,-0.852110416,0.413678796,-1.161450028,-0.980774269,0.507975534,-0.258217841,0.192405666,-0.094603725,0.303219534,-0.649037269,-5.41822648,-2.226925001
2309,0.605746403,0.428986073,1.421270297,0.884996472,0.543879732,1.216518819,0.521519767,1.052763053,0.148771596,-0.705900013,0.115994862,-0.351629913,0.321516234,-0.28586553,-0.109876362,0.343307044,0.480849989,-0.049179793,-0.328606129,-0.041144137,-0.206093247,-0.094711802,0.069302759,0.731904816,-0.056221823,0.337105638,-0.141786778,0.793077485,0.383067791,0.923284326,0.437868472,0.176930224,0.97905004,0.288902201,-0.743708655,-0.261155188,-0.066485665,0.562023988,-0.560451269,0.326238866,0.796738207,-3.310800016
2946,0.230479345,-0.730276108,-0.431073971,0.926053687,-0.354947306,-0.065953165,-0.113514622,-0.737934136,-0.37371807,0.997499943,-0.34776082,-0.382554077,0.188783146,-0.573035166,0.176126878,0.593089844,1.173824996,0.038761623,0.547003269,-0.70745074,-0.632100199,-0.13609753,-0.30245832,-0.457858014,0.119031559,-0.052393367,-0.837574764,-0.382284687,0.292048763,0.155954053,-0.090603992,-0.206430635,0.27609998,-0.866926014,0.248079196,-0.103655577,-0.187156352,-0.19198969,-0.160065562,-0.935961792,-0.016804695,1.605275035
387,0.461608618,0.358542234,-0.284714287,-1.047851434,0.5440565,0.083471686,0.734464344,0.712210812,-0.129807857,-0.422550023,0.309213607,0.095263779,-1.208738549,-0.208425598,-0.609252657,-0.279862854,-1.74967511,-0.149410604,-2.22011584,-0.648642821,-0.952065589,-0.287278329,-0.534255982,-0.333189046,-0.840968942,-0.110354882,0.004596647,-1.129043415,2.653770398,-0.251670571,-0.828123659,-0.127283576,-0.741850019,-0.019655287,0.303283155,-0.400679186,-0.080080791,-0.278779426,-0.057143219,0.384718313,1.919314086,0.620975018
3553,-0.105653524,-0.008564234,0.296659012,0.475060059,-0.067408692,-1.056916714,0.177883659,-0.412386651,0.66646714,0.364350021,-0.720042528,0.729421131,1.633337526,-0.359111726,0.170260102,-0.159615378,1.03277503,-0.009373848,1.061100304,-0.439927067,-0.015758469,0.074010614,0.198447282,-0.114643371,0.126335246,0.388484651,-0.511072914,0.443224381,0.246782809,-0.028025207,0.580352247,-0.587552097,-0.056450009,-0.404974215,-0.320680514,-0.464525379,-0.418867785,0.613831805,-0.286439933,0.238587448,4.643591166,3.599874973
427,0.028195128,-0.562036708,0.012198038,1.991974626,0.189409725,-0.804584414,-0.17934868,0.104884702,0.183462702,0.569450021,-0.207342717,-0.350379124,-0.231441264,-0.460559875,-0.077215383,0.56094883,1.574999928,-0.120901864,0.846911624,0.088127244,0.304695651,-0.197019495,0.374413161,-0.224661119,-0.057386897,-0.240319907,-0.242876138,0.166627782,1.212071829,-0.50821592,0.036306307,-0.389728842,0.76850003,-0.169061478,0.076242864,-0.040311456,0.275779872,0.278259805,-0.389980905,0.102893485,3.672836304,1.325349867
